Date,Open,High,Low,Close,Volume,OpenInt
22-05-2000,45.226,45.902,40.461,42.109,8287227,0
23-05-2000,41.811,42.697,38.182,39.154,5525759,0
24-05-2000,38.983,40.461,36.454,39.826,8431959,0
25-05-2000,39.998,46.41,39.321,46.41,8136122,0
26-05-2000,45.226,46.241,43.41,43.878,5251995,0
30-05-2000,44.681,51.599,44.594,50.884,5657302,0
31-05-2000,49.954,52.781,49.109,49.696,4671285,0
01-06-2000,50.25,51.513,49.109,49.277,4183758,0
02-06-2000,49.615,55.352,49.615,55.186,18105619,0
05-06-2000,54.678,56.534,51.638,53.328,11278019,0
06-06-2000,50.757,50.963,46.619,47.928,12907401,0
07-06-2000,47.252,48.772,44.215,45.226,12103748,0
08-06-2000,45.226,47.125,45.099,46.659,10142232,0
09-06-2000,47.084,49.15,47.084,47.846,9823136,0
12-06-2000,49.023,49.023,44.048,44.553,6013432,0
13-06-2000,43.539,48.436,43.539,46.619,8178785,0
14-06-2000,47.76,48.264,45.226,45.735,5945585,0
15-06-2000,45.861,45.861,43.747,44.512,7203287,0
16-06-2000,44.681,44.93,41.854,42.272,6874714,0
20-06-2000,46.536,51.223,46.157,49.696,12417212,0
21-06-2000,49.535,53.966,49.488,52.991,9513232,0
22-06-2000,53.834,53.875,50.21,51.137,7135441,0
23-06-2000,49.913,52.315,49.873,50.71,4206276,0
26-06-2000,50.627,51.513,49.994,50.71,4052509,0
27-06-2000,50.546,51.85,50.035,50.924,4355306,0
28-06-2000,53.161,54.131,52.485,53.666,10485467,0
29-06-2000,53.924,53.966,50.627,51.223,9177398,0
30-06-2000,51.768,53.666,49.724,49.783,8774163,0
03-07-2000,49.954,50.079,48.436,49.745,3386321,0
05-07-2000,48.684,49.067,46.997,47.424,5722039,0
06-07-2000,47.252,47.549,46.111,46.659,4452041,0
07-07-2000,47.252,47.549,45.062,45.563,6349709,0
10-07-2000,45.735,47.424,45.646,46.241,5682635,0
11-07-2000,45.902,46.281,44.634,45.44,4425819,0
12-07-2000,46.874,47.671,45.942,46.577,4018730,0
13-07-2000,46.577,48.94,46.41,47.928,6188975,0
14-07-2000,48.264,52.823,48.264,52.019,8057162,0
17-07-2000,51.899,54.637,51.473,52.823,6533994,0
18-07-2000,52.652,52.652,49.954,51.722,3879927,0
19-07-2000,51.302,51.342,49.109,49.994,3750154,0
20-07-2000,49.873,51.513,36.454,36.454,3763483,0
21-07-2000,34.762,34.762,31.221,32.442,38615993,0
24-07-2000,33.754,33.879,32.233,33.415,14821513,0
25-07-2000,33.118,33.415,30.209,30.209,9680771,0
26-07-2000,31.012,31.47,28.899,29.027,12064490,0
27-07-2000,29.87,30.336,27.257,27.509,10437179,0
28-07-2000,28.185,28.273,26.666,27.846,10190671,0
31-07-2000,27.717,28.48,27.083,27.509,8533582,0
01-08-2000,27.469,27.807,26.666,27.339,6284822,0
02-08-2000,27.083,27.807,26.666,27.083,7151439,0
03-08-2000,26.407,27.676,26.03,27.676,9104659,0
04-08-2000,27.339,27.973,26.745,27.044,5459834,0
07-08-2000,27.421,27.846,26.286,26.832,5892549,0
08-08-2000,26.792,26.792,25.78,26.199,5421318,0
09-08-2000,26.158,26.92,25.989,26.535,4959712,0
10-08-2000,26.368,26.872,26.116,26.328,3310031,0
11-08-2000,26.832,27.548,26.286,27.421,3635936,0
14-08-2000,28.35,29.405,28.012,29.364,5866327,0
15-08-2000,29.532,29.87,28.688,28.688,4755134,0
16-08-2000,28.859,29.364,28.095,29.364,3328693,0
17-08-2000,29.107,31.896,29.107,31.39,10101047,0
18-08-2000,38.983,39.232,37.169,38.058,18844542,0
21-08-2000,39.321,40.839,38.686,40.839,9087774,0
22-08-2000,40.758,40.839,39.869,40.839,5268142,0
23-08-2000,40.42,40.881,40.037,40.839,3458319,0
24-08-2000,40.758,40.97,39.91,40.334,3211813,0
25-08-2000,40.296,40.544,39.193,39.491,2589922,0
28-08-2000,39.36,39.746,38.646,39.571,3930142,0
29-08-2000,39.571,43.203,39.491,42.528,6367484,0
30-08-2000,42.736,43.16,41.096,41.434,3666160,0
31-08-2000,41.596,41.933,40.334,41.177,3687492,0
01-09-2000,40.97,42.32,40.584,41.771,3325435,0
05-09-2000,41.644,42.19,41.347,41.723,2166986,0
06-09-2000,41.644,42.109,40.373,40.502,2368754,0
07-09-2000,40.502,41.933,39.998,41.771,2249648,0
08-09-2000,40.881,41.217,39.91,39.998,2136027,0
11-09-2000,39.826,39.826,37.802,38.309,3156556,0
12-09-2000,37.674,39.071,37.127,37.127,2999087,0
13-09-2000,38.309,38.309,36.155,37.127,3733415,0
14-09-2000,37.547,38.646,37.507,37.634,3782003,0
15-09-2000,37.593,39.697,37.547,38.476,3997842,0
18-09-2000,38.561,38.942,35.439,36.454,5012895,0
19-09-2000,36.155,36.454,35.103,36.37,3388841,0
20-09-2000,36.155,36.37,34.933,35.439,2085512,0
21-09-2000,35.521,35.521,31.728,32.402,3104560,0
22-09-2000,32.442,33.754,32.321,33.754,3650756,0
25-09-2000,33.921,35.06,32.528,32.611,2530965,0
26-09-2000,32.74,33.285,30.458,30.505,3232110,0
27-09-2000,31.179,31.558,29.958,31.052,4150427,0
28-09-2000,31.092,32.699,31.092,32.368,4476631,0
29-09-2000,32.611,33.582,32.274,33.037,3896812,0
02-10-2000,33.159,34.684,33.159,34.132,3187668,0
03-10-2000,34.427,37.465,33.959,35.857,5887512,0
04-10-2000,35.696,39.571,35.439,39.071,5861142,0
05-10-2000,39.113,39.113,36.873,37.21,4237385,0
06-10-2000,37.674,37.761,34.556,35.231,2958348,0
09-10-2000,35.183,35.183,33.832,34.219,2290533,0
10-10-2000,34.846,35.736,32.659,33.455,3274773,0
11-10-2000,32.402,32.611,30.249,30.924,5857590,0
12-10-2000,31.598,31.808,29.236,30.209,4425819,0
13-10-2000,29.364,30.416,28.899,29.958,5378205,0
16-10-2000,30.295,32.868,30.081,31.348,4405225,0
17-10-2000,31.431,31.47,28.77,29.236,3055230,0
18-10-2000,27.38,28.65,26.495,27.594,5974173,0
19-10-2000,28.688,30.336,28.561,29.532,4874239,0
20-10-2000,29.532,32.193,29.49,31.431,4931269,0
23-10-2000,31.431,35.022,30.713,34.468,5335543,0
24-10-2000,34.468,34.597,32.065,32.442,3831778,0
25-10-2000,30.295,30.586,28.52,28.77,5582788,0
26-10-2000,28.77,30.081,28.35,29.702,6759611,0
27-10-2000,30.971,31.896,30.336,30.883,4797203,0
30-10-2000,30.249,31.052,29.532,30.713,2881758,0
31-10-2000,30.795,32.146,30.795,31.261,4146429,0
01-11-2000,31.052,31.935,30.754,31.598,3600827,0
02-11-2000,31.808,32.868,31.646,32.485,3637568,0
03-11-2000,32.146,32.193,30.924,31.598,2518523,0
06-11-2000,31.687,31.687,30.971,31.308,2506968,0
07-11-2000,30.795,31.261,30.754,31.012,2322237,0
08-11-2000,31.012,31.896,29.662,29.958,2528744,0
09-11-2000,30.121,30.121,28.054,29.405,4204051,0
10-11-2000,28.35,28.859,26.535,26.625,5255992,0
13-11-2000,26.453,27.509,25.692,26.535,6333857,0
14-11-2000,27.257,29.069,27.17,28.77,4188942,0
15-11-2000,28.859,29.786,28.52,29.284,2553631,0
16-11-2000,28.986,29.49,27.846,28.095,2939386,0
17-11-2000,29.702,32.065,29.573,31.984,8337445,0
20-11-2000,31.646,31.687,29.573,30.121,4388044,0
21-11-2000,32.82,34.09,31.261,32.82,10703231,0
22-11-2000,32.82,33.078,30.713,32.402,3887332,0
24-11-2000,32.995,34.762,32.868,34.385,1850711,0
27-11-2000,34.385,35.06,33.754,34.09,3174187,0
28-11-2000,34.09,35.609,34.049,34.219,3751338,0
29-11-2000,34.846,36.454,34.468,36.37,4646698,0
30-11-2000,35.777,35.906,34.171,35.231,5258656,0
01-12-2000,35.736,36.918,35.609,35.777,3845112,0
04-12-2000,35.143,35.817,34.09,34.427,3067821,0
05-12-2000,35.609,37.593,35.481,37.169,5798778,0
06-12-2000,37.295,38.436,35.103,35.103,4627439,0
07-12-2000,35.439,37.046,34.684,36.454,3242480,0
08-12-2000,38.058,40.42,37.885,40.123,4673064,0
11-12-2000,39.571,40.037,38.476,38.983,3371062,0
12-12-2000,39.409,39.619,38.476,38.646,2261497,0
13-12-2000,39.91,40.082,39.023,39.279,4339898,0
14-12-2000,39.321,40.247,39.193,39.998,4500184,0
15-12-2000,39.998,40.296,36.79,38.395,6411926,0
18-12-2000,38.395,39.321,38.011,38.476,3606460,0
19-12-2000,38.476,40.42,38.347,38.518,3474169,0
20-12-2000,36.873,36.918,34.132,35.439,4978972,0
21-12-2000,35.439,36.343,33.671,34.684,4263753,0
22-12-2000,34.508,37.634,34.468,36.918,2711398,0
26-12-2000,36.958,37.256,35.777,36.114,1673237,0
27-12-2000,36.155,37.802,36.155,37.761,3972064,0
28-12-2000,37.547,38.058,36.71,37.335,1868483,0
29-12-2000,37.384,38.098,36.196,36.958,2192759,0
02-01-2001,36.37,36.37,33.118,34.344,2396599,0
03-01-2001,33.159,38.14,32.104,37.885,4771281,0
04-01-2001,38.395,40.296,37.335,39.321,4660768,0
05-01-2001,38.646,39.321,36.114,37.169,3472538,0
08-01-2001,36.62,37.634,35.311,35.944,2408899,0
09-01-2001,36.114,37.087,34.973,35.777,2621775,0
10-01-2001,35.439,37.507,35.358,37.335,2549479,0
11-01-2001,37.72,38.942,36.242,38.856,3726892,0
12-01-2001,38.856,39.154,37.593,37.885,2701328,0
16-01-2001,37.97,39.321,37.335,39.279,2756140,0
17-01-2001,39.786,42.656,39.786,41.811,8883193,0
18-01-2001,41.811,45.902,40.758,45.604,7394831,0
19-01-2001,45.563,45.563,43.581,44.257,6554140,0
22-01-2001,44.298,44.298,41.434,42.358,2990792,0
23-01-2001,42.32,43.203,41.514,42.358,3250924,0
24-01-2001,42.528,42.784,39.154,39.154,5599084,0
25-01-2001,38.268,38.732,36.454,37.295,4539886,0
26-01-2001,36.661,37.593,35.568,36.873,3952362,0
29-01-2001,37.465,38.14,36.454,36.735,3233293,0
30-01-2001,37.362,37.362,36.79,36.958,2532004,0
31-01-2001,37.127,37.634,35.979,36.825,2707991,0
01-02-2001,36.049,36.487,35.271,36.316,3698748,0
02-02-2001,36.364,36.951,35.103,35.237,3201147,0
05-02-2001,36.183,36.412,32.402,33.212,3919626,0
06-02-2001,33.347,35.439,33.347,34.406,3436839,0
07-02-2001,34.022,34.494,33.179,33.846,1880334,0
08-02-2001,33.921,36.951,33.921,36.594,4375452,0
09-02-2001,36.6,36.938,35.116,35.439,2589481,0
12-02-2001,35.304,35.77,33.987,34.508,3194187,0
13-02-2001,34.427,34.831,31.969,31.976,4651582,0
14-02-2001,32.571,33.078,32.247,32.402,4558998,0
15-02-2001,33.55,37.127,33.475,36.35,4190724,0
16-02-2001,33.754,34.09,32.841,33.754,5303693,0
20-02-2001,33.212,33.381,29.027,29.702,6726424,0
21-02-2001,28.35,28.52,26.46,27.135,9922244,0
22-02-2001,26.967,27.408,25.989,26.375,7120919,0
23-02-2001,26.381,26.577,23.998,25.855,5731224,0
26-02-2001,25.443,26.158,25.18,25.855,3944216,0
27-02-2001,25.484,26.771,24.902,25.753,3863926,0
28-02-2001,25.92,26.191,24.166,24.303,3741856,0
01-03-2001,24.235,26.328,23.221,25.861,5394503,0
02-03-2001,24.606,27.163,24.599,25.673,3636824,0
05-03-2001,25.68,26.481,25.043,25.686,2154097,0
06-03-2001,26.394,27.893,26.394,27.408,3960659,0
07-03-2001,28.554,28.609,27.408,27.649,2899978,0
08-03-2001,27.656,27.828,26.732,27.002,3007532,0
09-03-2001,26.394,26.646,24.74,25.009,2989014,0
12-03-2001,24.303,24.706,23.625,23.632,3607200,0
13-03-2001,24.03,24.895,23.727,24.692,2807838,0
14-03-2001,23.762,24.768,23.585,23.829,3905106,0
15-03-2001,23.964,24.685,23.309,23.525,3054195,0
16-03-2001,23.221,24.132,22.924,23.458,4393229,0
19-03-2001,23.357,25.347,22.687,24.968,2549038,0
20-03-2001,24.47,24.47,23.153,23.153,4475151,0
21-03-2001,22.291,22.777,19.981,21.33,9195322,0
22-03-2001,21.535,23.613,21.493,23.492,4879720,0
23-03-2001,23.492,26.666,23.492,25.536,5377466,0
26-03-2001,25.058,25.408,24.396,25.024,3090933,0
27-03-2001,24.974,24.996,24.125,24.928,2855539,0
28-03-2001,23.694,23.776,21.938,22.074,4512924,0
29-03-2001,21.602,22.399,20.253,20.253,9264058,0
30-03-2001,20.658,21.485,20.388,20.745,5702039,0
02-04-2001,21.77,21.985,20.452,20.825,3722011,0
03-04-2001,20.32,20.589,18.902,19.915,5386058,0
04-04-2001,19.381,19.846,18.738,18.961,3040711,0
05-04-2001,19.408,21.061,19.381,20.67,3550317,0
06-04-2001,17.55,18.835,16.875,18.766,7804287,0
09-04-2001,18.576,19.075,18.245,18.63,3066784,0
10-04-2001,19.036,20.575,18.807,20.147,3146042,0
11-04-2001,21.095,22.006,20.927,21.384,3529721,0
12-04-2001,20.927,23.289,20.259,22.924,3536683,0
16-04-2001,22.413,22.648,21.817,22.491,2303572,0
17-04-2001,21.77,22.93,21.445,22.498,1911150,0
18-04-2001,23.289,26.245,23.087,25.645,5291251,0
19-04-2001,25.24,27.339,25.24,26.32,4118132,0
20-04-2001,26.314,27.676,25.996,27.272,3780077,0
23-04-2001,26.666,27.002,25.801,27.002,3041158,0
24-04-2001,26.259,26.495,24.639,25.126,2863541,0
25-04-2001,24.974,26.328,24.659,26.212,2471416,0
26-04-2001,25.821,27.656,25.652,25.659,3148264,0
27-04-2001,26.597,27.135,25.821,26.184,1815748,0
30-04-2001,26.597,27.17,26.218,26.335,1790859,0
01-05-2001,25.583,26.632,25.339,26.46,2270240,0
02-05-2001,26.933,27.305,26.467,26.811,1908630,0
03-05-2001,26.495,26.495,25.569,25.955,1760787,0
04-05-2001,25.787,26.394,25.043,25.9,2646517,0
07-05-2001,25.381,26.387,25.246,26.151,2189948,0
08-05-2001,26.259,26.732,25.536,25.934,1696790,0
09-05-2001,25.583,26.96,25.315,26.328,2667549,0
10-05-2001,27.002,27.8,26.368,26.467,2615407,0
11-05-2001,26.528,27.257,26.528,26.792,2182691,0
14-05-2001,26.879,26.886,25.666,26.158,1851300,0
15-05-2001,25.55,26.245,24.974,25.281,2508447,0
16-05-2001,24.612,25.989,23.964,25.989,3389876,0
17-05-2001,25.652,26.666,25.327,26.137,3170039,0
18-05-2001,25.652,26.294,24.099,24.303,9866247,0
21-05-2001,24.303,25.855,24.099,25.652,6689539,0
22-05-2001,26.158,26.865,25.536,26.495,3724376,0
23-05-2001,25.887,25.948,25.315,25.604,3691642,0
24-05-2001,25.604,25.718,24.504,24.504,2910791,0
25-05-2001,24.842,25.989,24.842,25.443,2180319,0
29-05-2001,25.415,25.415,23.991,24.269,2356014,0
30-05-2001,23.019,23.492,22.089,22.188,3759040,0
31-05-2001,22.276,22.951,21.77,22.641,4898532,0
01-06-2001,23.289,23.458,21.71,22.93,2532150,0
04-06-2001,22.951,23.079,22.477,22.615,2339125,0
05-06-2001,22.615,23.186,22.615,23.019,3484985,0
06-06-2001,23.019,23.557,22.628,23.134,2125656,0
07-06-2001,22.615,24.606,22.615,24.192,3103969,0
08-06-2001,23.79,24.099,23.525,23.632,1394144,0
11-06-2001,23.221,23.625,22.386,22.798,3378618,0
12-06-2001,22.291,22.715,21.668,22.477,3047232,0
13-06-2001,22.615,22.904,22.034,22.034,1683462,0
14-06-2001,21.703,21.71,20.486,20.994,3530912,0
15-06-2001,20.265,20.899,19.577,20.561,4240348,0
18-06-2001,20.452,20.973,19.764,20.253,2641327,0
19-06-2001,20.589,20.711,19.577,19.792,3492982,0
20-06-2001,19.792,19.846,18.396,19.187,4902090,0
21-06-2001,19.408,20.015,19.117,19.968,3306773,0
22-06-2001,19.577,20.492,19.414,19.846,3641714,0
25-06-2001,19.88,20.217,19.712,20.015,2454078,0
26-06-2001,19.778,20.217,19.226,19.712,3716818,0
27-06-2001,19.207,20.589,19.207,20.147,3582015,0
28-06-2001,20.253,21.535,20.253,21.391,4462261,0
29-06-2001,21.265,23.019,20.791,21.938,5952841,0
02-07-2001,21.938,22.615,21.616,22.337,2280757,0
03-07-2001,22.413,22.413,21.817,21.952,994905,0
05-07-2001,21.945,22.235,21.297,21.717,2198986,0
06-07-2001,21.535,21.535,19.671,20.355,2358678,0
09-07-2001,20.355,20.69,19.987,20.19,1470730,0
10-07-2001,20.19,20.52,18.954,19.102,3589868,0
11-07-2001,19.138,19.408,17.687,18.14,4595438,0
12-07-2001,19.238,21.265,19.102,20.752,3654751,0
13-07-2001,20.758,21.662,20.128,20.452,2947980,0
16-07-2001,20.355,20.683,19.238,19.508,2362829,0
17-07-2001,19.068,20.21,18.909,19.915,3107080,0
18-07-2001,18.967,19.737,18.967,19.233,1548355,0
19-07-2001,19.333,20.589,19.333,19.549,1994551,0
20-07-2001,19.381,19.833,18.835,19.508,2178247,0
23-07-2001,19.57,19.812,18.596,18.704,2191873,0
24-07-2001,18.63,18.868,18.225,18.531,2626664,0
25-07-2001,18.497,18.794,18.171,18.794,2429787,0
26-07-2001,18.902,19.947,18.664,19.718,2697177,0
27-07-2001,19.678,20.382,19.449,20.32,1959442,0
30-07-2001,19.609,20.217,19.609,19.86,1916922,0
31-07-2001,19.609,20.452,19.192,19.313,2271128,0
01-08-2001,19.915,21.528,19.725,21.434,3724228,0
02-08-2001,21.265,22.074,21.027,21.434,2730656,0
03-08-2001,21.061,21.837,21.008,21.128,1502728,0
06-08-2001,21.135,21.251,20.596,20.805,1809674,0
07-08-2001,20.805,21.465,20.589,20.946,1566282,0
08-08-2001,20.05,20.658,19.522,19.542,3278328,0
09-08-2001,19.542,19.542,18.916,19.333,1712788,0
10-08-2001,19.339,19.442,18.569,19.299,2536296,0
13-08-2001,19.577,19.812,19.036,19.522,1275777,0
14-08-2001,19.577,20.05,19.577,19.941,2312012,0
15-08-2001,19.508,19.698,18.538,18.8,1715606,0
16-08-2001,18.396,18.732,17.957,18.562,2662954,0
17-08-2001,18.429,18.429,17.673,17.854,2283423,0
20-08-2001,17.619,17.793,17.069,17.612,2371566,0
21-08-2001,17.011,18.225,16.403,17.854,8073608,0
22-08-2001,18.126,18.218,17.55,17.807,2685475,0
23-08-2001,17.807,18.084,17.475,17.667,3854739,0
24-08-2001,17.887,18.936,17.753,18.759,2075438,0
27-08-2001,18.923,18.93,18.259,18.335,1455768,0
28-08-2001,18.361,18.766,18.064,18.562,1992625,0
29-08-2001,18.497,18.63,18.3,18.328,2050102,0
30-08-2001,18.157,18.596,17.49,17.585,2110249,0
31-08-2001,17.483,18.058,17.449,17.887,1525393,0
04-09-2001,17.786,18.191,17.281,17.436,1979887,0
05-09-2001,17.111,17.402,16.376,16.606,4364788,0
06-09-2001,16.437,16.572,15.66,16.2,4168648,0
07-09-2001,15.66,16.37,15.601,15.762,2493488,0
10-09-2001,15.189,15.646,15.093,15.56,2910202,0
17-09-2001,14.276,15.175,14.174,14.681,3762744,0
18-09-2001,14.514,15.12,14.174,14.668,2259277,0
19-09-2001,14.535,15.526,13.574,15.357,4335747,0
20-09-2001,14.851,14.858,13.864,14.056,3094039,0
21-09-2001,12.151,13.805,12.151,13.602,4321382,0
24-09-2001,13.838,14.641,13.637,14.174,2945458,0
25-09-2001,14.311,14.311,12.489,13.352,3651790,0
26-09-2001,13.466,13.637,12.489,13.028,3362324,0
27-09-2001,12.866,12.987,12.434,12.987,2677772,0
28-09-2001,13.096,13.448,12.826,13.198,3231074,0
01-10-2001,12.928,13.143,12.638,12.731,2077657,0
02-10-2001,12.826,13.568,12.826,13.55,3592387,0
03-10-2001,13.4,14.5,13.198,14.346,4341822,0
04-10-2001,14.311,15.02,14.216,14.647,3873552,0
05-10-2001,14.514,14.548,13.77,14.243,2883834,0
08-10-2001,14.109,14.844,13.904,14.461,2193206,0
09-10-2001,14.461,14.493,13.805,14.029,1930260,0
10-10-2001,13.87,14.838,13.838,14.811,2164471,0
11-10-2001,14.939,16.444,14.939,16.283,4264790,0
12-10-2001,15.742,16.031,15.459,15.769,3913995,0
15-10-2001,15.81,15.932,15.106,15.681,2690659,0
16-10-2001,15.526,16.187,15.526,16.072,1760935,0
17-10-2001,16.538,16.733,15.594,15.945,2958348,0
18-10-2001,15.425,15.728,15.209,15.323,1473988,0
19-10-2001,15.264,15.863,15.162,15.769,1680498,0
22-10-2001,15.323,16.024,15.258,15.938,1527616,0
